authorizer,enterer,modifier,reference_no,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,pubvol,pubno,firstpage,lastpage,publication_type,basis,language,doi,comments,project_name,project_ref_no,created,modified
D. Bottjer,M. Clapham,M. Clapham,11482,N. D.,Newell,D.W.,Boyd,,1975,Parallel evolution in early trigonacean bivalves,Bulletin of the American Museum of Natural History,,154,2,55,162,serial monograph,stated without evidence,,,,,NA,2004-08-18 11:43:49,2004-08-19 04:43:53
D. Bottjer,M. Clapham,M. Clapham,11483,D. K.,Brezinski,,,,1992,Permian trilobites from west Texas,Journal of Paleontology,,66,6,924,943,journal article,stated with evidence,English,,,,NA,2004-08-18 11:44:33,2011-02-20 08:52:55
M. Patzkowsky,J. Bonelli,J. Bonelli,11500,H. O.,Fletcher,,,,1945,A new genus Glyptoleda and a revision of the genus Nuculana from the Permian of Australia.,Records of the Australian Museum,,21,6,293,312,journal article,stated without evidence,,,,1%,NA,2004-08-19 10:46:02,2004-08-20 03:50:54
P. Wagner,P. Wagner,P. Wagner,11503,E.,Koken,J.,Perner,,1925,,Die Gastropoden des baltischen Untersilurs,,,,1,324,book/book chapter,stated without evidence,,,,,NA,2004-08-19 20:39:22,2004-08-20 13:39:22
J. Alroy,C. Simpson,C. Simpson,11551,C. L.,Schneider,,,,2003,"Community paleoecology of the Pennsylvanian Winchell Formation, north-central Texas",,,,,,,Ph.D. thesis,stated without evidence,,,,,NA,2004-08-27 10:33:03,2004-08-28 03:33:03
M. Patzkowsky,A. Krug,A. Krug,11552,A,Williams,,,,1974,"Ordovician Brachiopoda from the Shelve District, Shropshire","Bulletin of the British Museum of Natural History (Geology), Supplement 11",,,,1,158,journal article,stated without evidence,,,,,NA,2004-08-27 11:56:23,2004-08-28 04:56:23
P. Wagner,P. Wagner,P. Wagner,11582,J. G.,Johnson,,,,1971,Lower Givetian brachiopods from Central Nevada,Journal of Paleontology,,45,2,301,326,journal article,stated without evidence,English,10.2307/1302643,,,NA,2004-09-01 14:48:15,2014-12-11 06:58:00
L. Ivany,P. Wall,P. Wall,11587,B. S.,Sageman,C. R.,Bina,,1997,"Diversity and Species Abundance Patterns in Late Cenomanian Black Shale Biofacies, Western Interior, U.S.",Palaios,,12,,449,466,journal article,stated without evidence,,,,,NA,2004-09-02 11:29:10,2004-09-03 04:29:10
P. Wagner,P. Wagner,P. Wagner,11595,J.,Pojeta,J.,Gilbert-Tomlinson,J.H. Shergold,1977,Cambrian and Ordovician rostroconch molluscs from Northern Australia,"Australian Bureau of Mineral Resources, Geology and Geophysics Bulletin",,171,,1,54,serial monograph,stated without evidence,,,,,NA,2004-09-03 10:57:38,2004-09-04 03:57:38
P. Wagner,P. Wagner,P. Wagner,11597,J. B.,Waterhouse,,,,1987,"Late Palaeozoic Mollusca and correlations from the south-east Bowen Basin, east Australia",Palaeontographica Abteilung A,,198,4-6,129,333,serial monograph,stated without evidence,,,,,NA,2004-09-03 11:11:47,2004-09-04 04:11:47
A. Miller,A. Hendy,M. Clapham,11610,F. M.,Anderson,,,,1958,Upper Cretaceous of the Pacific Coast,Geological Society of America Memoir,,71,,1,378,serial monograph,stated without evidence,English,,,,NA,2004-09-04 20:27:35,2014-07-15 10:34:31
P. Wagner,P. Wagner,P. Wagner,11615,A. F.,Foerste,,,,1924,Upper Ordovician faunas of Ontario and Quebec,Geological Survey of Canada Memoir,,138,121,1,99,serial monograph,stated without evidence,,,,,NA,2004-09-06 16:16:47,2004-09-07 09:16:48
D. Bottjer,C. Powers,C. Powers,11624,C. B.,Neri,M.,Pasini,R. Posenato,1986,"The Permian/Triassic boundary and the Early Scythian sequence - Tereso section, Dolomites",Permian and Permian-Triassic Boundary in the South-Alpine Segement of the Western Tethys - IGCP Project No. 203,,,,111,116,guidebook,stated without evidence,,,,,NA,2004-09-07 12:18:03,2004-09-08 05:18:03
D. Bottjer,C. Powers,C. Powers,11660,M.,Wang,,,,1993,"Bivalve fauna from uppermost Permian and lowermost Triassic of Fenghai, Yong'an, Fujian",Acta Palaeontologica Sinica,,32,4,471,475,journal article,stated without evidence,,,,,NA,2004-09-08 15:23:26,2004-09-09 08:23:26
L. Ivany,P. Wall,P. Wall,11665,G.,Zumwalt,J.,Pratt,J. Moncrief,1995,"Marine Macro-Invertebrate Paleoenvirionmental Interpretation of the Harvey Site (Cook Mountain, Eocene) in North-Central Louisiana",Mississippi Geology,,16,1,12,21,journal article,stated without evidence,,,,,,2004-09-09 10:21:37,2004-09-10 05:47:14
A. Miller,A. Hendy,A. Hendy,11669,O.S.,Adegoke,,,,1969,"Stratigraphy and paleontology of the marine Neogene formations of the Coalinga region, California",University of California Publications in Geological Sciences,,80,,,,serial monograph,stated without evidence,,,Only Cenozoic 5 collections entered,,NA,2004-09-10 07:24:25,2004-09-11 00:24:25
P. Wagner,P. Wagner,P. Wagner,11689,H. -Z.,Pan,D. H.,Erwin,,2002,"Gastropods from the Permian of Guangxi and Yunnan Provinces, South China",Journal of Paleontology Memoir,,56,,1,49,journal article,stated with evidence,English,10.1666/0022-3360(2002)76[1:GFTPOG]2.0.CO;2,,,NA,2004-09-16 18:18:11,2011-09-29 02:21:31
F. Fursich,S. Hicks,W. Kiessling,11728,J.,Manivit,Y.-M.,Le Nindre,D. Vaslet,1990,Le Jurassique D`Arabie Centrale,Document du BRGM,,4,194,25,519,journal article,stated without evidence,French,,,,NA,2004-10-04 06:48:05,2009-08-08 00:07:25
M. Kosnik,M. Kosnik,M. Kosnik,11841,D. T.,Dockery,,,,1977,"Mollusca of the Moodys Branch Formation, Mississippi","Bulletin - Mississippi Geological, Economic and Topographic Survey",,120,,,,serial monograph,stated without evidence,,,,,,2004-10-22 21:27:21,2004-10-23 14:27:21
M. Kosnik,M. Kosnik,L. Eccles,11842,D. T.,Dockery,,,,1980,Invertebrate Macropaleontolgy of the Clarke County Mississippi Area,"Bulletin - Mississippi Geological, Economic and Topographic Survey",,122,,,,serial monograph,stated with evidence,English,,,,NA,2004-10-22 21:31:32,2011-03-08 09:25:41
M. Kosnik,M. Kosnik,L. Eccles,11842,D. T.,Dockery,,,,1980,Invertebrate Macropaleontolgy of the Clarke County Mississippi Area,"Bulletin - Mississippi Geological, Economic and Topographic Survey",,122,,,,serial monograph,stated with evidence,English,,,,,2004-10-22 21:31:32,2011-03-08 09:25:41
M. Kosnik,M. Kosnik,J. Alroy,11845,K. V.,Palmer,D. C.,Brann,,1965,"Catalogue of the Paleocene and Eocene mollusca of the southern and eastern United States. Part 1. Pelecypoda, Amphineura, Peteropoda, Scaphopoda and Cephalopoda",Bulletins of American Paleontology,,48,,1,471,serial monograph,second hand,English,,,,NA,2004-10-22 21:44:13,2005-09-27 10:50:28
M. Kosnik,M. Kosnik,J. Alroy,11845,K. V.,Palmer,D. C.,Brann,,1965,"Catalogue of the Paleocene and Eocene mollusca of the southern and eastern United States. Part 1. Pelecypoda, Amphineura, Peteropoda, Scaphopoda and Cephalopoda",Bulletins of American Paleontology,,48,,1,471,serial monograph,second hand,English,,,,,2004-10-22 21:44:13,2005-09-27 10:50:28
W. Kiessling,B. Brenneis,B. Brenneis,11882,A.,Dulai,,,,1995,Preliminary notes on Early and Middle Jurassic corals of the Bakony Mountains (Hungary),Hantkeniana,,1,,49,58,journal article,stated without evidence,,,,,NA,2004-10-25 04:52:31,2004-10-25 21:52:31
M. Uhen,N. Pyenson,N. Pyenson,11891,C,Muizon,,,,1983,Pliopontos littoralis un nouveau Platanistidae Cetacea du Pliocene de la cote peruvienne,Comptes Rendus de l'Academie des Sciences Paris Serie II,,,296,1101,1104,journal article,stated without evidence,French,,"Translated in English as ""Pliopontos littoralis nov. gen. no. sp. a New Platanisidae (Cetacea) from the Pliocene Peruvian Coast.",,NA,2004-10-25 09:45:51,2004-10-26 02:46:33
M. Uhen,M. Uhen,M. Uhen,12000,M. D.,Uhen,,,,2005,A new genus and species of archaeocete whale from Mississippi,Southeastern Geology,,43,3,157,172,journal article,stated with evidence,English,,,,,2004-11-18 06:11:44,2006-08-30 06:45:16
M. Uhen,M. Uhen,M. Uhen,12024,W. C.,Lancaster,,,,1986,The taphonomy of an archaeocete skeleton and its associated fauna,Proceedngs of the Gulf Coast Association of Geological Societies,,,,119,131,journal article,stated without evidence,,,"Montgomery Landing Site, Marine Eocene (Jackson) of Cetnral LA",,,2004-11-20 10:29:18,2004-11-21 05:29:18
P. Wagner,P. Wagner,P. Wagner,12085,J.,Perner,,,,1903,,"Gast�ropodes, Tome 1: Patellidae et Bellerophontidae",,,,1,164,book/book chapter,stated without evidence,French,,Often cited as Barrande 1903.,,NA,2004-11-28 18:03:47,2005-12-31 10:20:57
P. Wagner,P. Wagner,P. Wagner,12085,J.,Perner,,,,1903,,"Gast�ropodes, Tome 1: Patellidae et Bellerophontidae",,,,1,164,book/book chapter,stated without evidence,French,,Often cited as Barrande 1903.,,NA,2004-11-28 18:03:47,2005-12-31 10:20:57
P. Wagner,P. Wagner,P. Wagner,12086,J.,Perner,,,,1907,,"Gast�ropodes, Tome 2: Pleurotomaridae et Murchisonidae",,,,1,380,book/book chapter,stated without evidence,,,,,NA,2004-11-28 18:07:19,2004-11-29 13:07:19
P. Wagner,P. Wagner,P. Wagner,12086,J.,Perner,,,,1907,,"Gast�ropodes, Tome 2: Pleurotomaridae et Murchisonidae",,,,1,380,book/book chapter,stated without evidence,,,,,NA,2004-11-28 18:07:19,2004-11-29 13:07:19
P. Wagner,P. Wagner,P. Wagner,12158,J.,Hall,,,,1879,"Containing descriptions of the Gasteropoda, Pteropoda, and Cephalopoda of the Upper Helderberg, Hamilton, Portage, and Chemung Groups","Natural History of New York, Paleontology",,5,2,1,492,serial monograph,stated without evidence,,,,,NA,2004-12-03 15:29:08,2004-12-04 10:29:08
M. Uhen,M. Uhen,M. Carrano,12189,E. D.,Cope,,,,1867,"An addition to the vertebrate fauna of the Miocene period, with a synopsis of the extinct Cetacea of the United States",Proceedings of the Academy of Natural Sciences of Philadelphia,,19,4,138,157,journal article,stated with evidence,English,,All records indicate this was published in December 1867. not 1868 as previously listed here. (MTC)  ,,NA,2004-12-08 10:49:48,2014-10-15 08:46:37
M. Aberhan,S. Nurnberg,S. Nurnberg,12313,P.,Suveizdis,K. V.,Miklukho-Maklay,"L. B. Ukharskaya, I. P. Morozova, N. V. Glushenko, V. K. Ivanov, B. G. Podoba",1975,Permskaya sistema Pribaltiki (fauna i stratigrafiya). Permian deposits of the Baltic region (stratigraphy and fauna),"Lietuvos Geologijos Mokslinio Tyrimo Institutas, Trudy",,29,,305pp.,,serial monograph,stated without evidence,,,,1%,NA,2005-01-05 03:41:48,2005-01-06 21:24:20
L. Ivany,P. Wall,P. Wall,12489,G. A.,Chamot,,,,1965,"Permian SEction at Apillapampa, Bolivia and its Fossil Content",Journal of Paleontology,,39,6,1112,1124,journal article,stated without evidence,,,,,NA,2005-01-29 13:10:20,2005-01-30 08:10:20
L. Ivany,P. Wall,P. Wall,12556,S.F.,Mitchell,T.,Stemann,"D. Blissett, I. Brown, W. O'Brian Ebanks, G. Gunter, D.J. Miller, A.G.M. Pearson, B. Wilson, W.A. Young",2004,"Late Maastrichtian rudist and coral assemblages from the Central Inlier, Jamaica: towards an event stratigraphy for shallow-water Caribbean limestones",Cretaceous Research,,25,,499,507,journal article,stated without evidence,,,,,NA,2005-02-08 13:43:44,2005-02-09 08:43:44
L. Ivany,P. Wall,P. Wall,12627,E.G.,Kauffman,H.A.,Leanza,,2004,A Remarkable New Genus of Mytilidae (Bivalvia) from the Lower Cretaceous of Southwestern Gondwanaland,Journal of Paleontology,,78,6,1187,1191,journal article,stated without evidence,,,,,NA,2005-02-18 11:43:00,2005-02-19 06:43:00
M. Aberhan,M. Aberhan,M. Aberhan,13062,M.,Hautmann,,,,2001,"Die Muschelfauna der Nayband-Formation (Obertrias, Nor - Rh�t) des �stlichen Zentraliran",Beringeria,,29,,3,181,journal article,stated without evidence,German,,,,NA,2005-04-05 00:06:01,2005-04-05 17:06:01
P. Wagner,P. Wagner,P. Wagner,13093,J.,Pojeta,J.,Gilbert-Tomlinson,,1977,Australian Ordovician pelecypod molluscs,"Bureau of Mineral Resources, Geology and Geophysics, Bulletin",,174,,1,64,serial monograph,stated without evidence,,,,,NA,2005-04-06 12:07:39,2005-04-07 05:07:54
A. Miller,A. Hendy,A. Hendy,13139,S.,Peng,R. A.,Robison,,2000,"Agnostid biostratigraphy across the Middle-Upper Cambrian boundary in Hunan, China",Journal of Paleontology Memoir,,53,,NA,NA,journal article,stated without evidence,,,,,NA,2005-04-10 10:15:46,2005-04-11 03:15:46
A. Miller,A. Hendy,A. Hendy,13141,S.P.,Robson,G.S.,Nowlan,B.R. Pratt,2003,"Middle to Upper Cambrian linguliformean brachiopods from the Deadwood Formation of subsurface Alberta and Saskatchewan, Canada",Journal of Paleontology,,77,2,201,211,journal article,stated without evidence,,,,,NA,2005-04-11 06:17:55,2005-04-11 23:17:55
A. Miller,A. Hendy,A. Hendy,13232,W. P.,Woodring,,,,1964,Geology and paleontology of canal zone and adjoing parts of Panama: Description of Tertiary mollusks (gastropods: Columbellidae to Volutidae).,United States Geological Survey Professional Paper,,306,C,241,297,serial monograph,stated without evidence,,,,,NA,2005-04-17 10:44:13,2005-04-18 03:44:20
A. Miller,A. Hendy,A. Hendy,13232,W. P.,Woodring,,,,1964,Geology and paleontology of canal zone and adjoing parts of Panama: Description of Tertiary mollusks (gastropods: Columbellidae to Volutidae).,United States Geological Survey Professional Paper,,306,C,241,297,serial monograph,stated without evidence,,,,,,2005-04-17 10:44:13,2005-04-18 03:44:20
A. Miller,A. Hendy,A. Hendy,13235,W. P.,Woodring,,,,1973,"Geology and paleontology of canal zone and adjoing parts of Panama: Description of Tertiary mollusks (additions to gastropods, scaphopods, pelecypods: Nuculidae to Malleidae)",United States Geological Survey Professional Paper,,306,E,453,539,serial monograph,stated without evidence,,,,,NA,2005-04-17 15:43:02,2005-04-18 08:43:09
A. Miller,A. Hendy,A. Hendy,13235,W. P.,Woodring,,,,1973,"Geology and paleontology of canal zone and adjoing parts of Panama: Description of Tertiary mollusks (additions to gastropods, scaphopods, pelecypods: Nuculidae to Malleidae)",United States Geological Survey Professional Paper,,306,E,453,539,serial monograph,stated without evidence,,,,,,2005-04-17 15:43:02,2005-04-18 08:43:09
A. Miller,A. Hendy,A. Hendy,13236,W. P.,Woodring,,,,1970,"Geology and paleontology of canal zone and adjoing parts of Panama: Description of Tertiary mollusks (gastropods: Eulimidae, Marginellidae to Helminthoglyptidae).",United States Geological Survey Professional Paper,,306,D,299,452,serial monograph,stated without evidence,,,,,NA,2005-04-17 15:44:52,2005-04-18 08:45:01
F. Fursich,A. Tomasovych,J. P�lfy,13309,A.,V�r�s,J.,Szab�,"A. Dulai, I. Szente, O. Ebli, H. Lobitzer",2003,"Early Jurassic fauna and facies of the Schafberg area (Salzkammergut, Austria)",Fragmenta Palaeontologica Hungarica,,21,,51,82,journal article,stated without evidence,English,,,,NA,2005-04-22 01:24:14,2011-05-03 22:01:21
A. Miller,A. Hendy,A. Hendy,13359,W. P.,Woodring,,,,1982,Geology and paleontology of canal zone and adjoing parts of Panama: Description of Tertiary mollusks (Pelecypods: Propeamussiidae to Cuspidariidae).,United States Geological Survey Professional Paper,,306,F,,,serial monograph,stated without evidence,,,,,NA,2005-04-25 13:14:09,2005-04-26 06:14:18
A. Miller,A. Hendy,A. Hendy,13359,W. P.,Woodring,,,,1982,Geology and paleontology of canal zone and adjoing parts of Panama: Description of Tertiary mollusks (Pelecypods: Propeamussiidae to Cuspidariidae).,United States Geological Survey Professional Paper,,306,F,,,serial monograph,stated without evidence,,,,,,2005-04-25 13:14:09,2005-04-26 06:14:18
D. Bottjer,M. Clapham,M. Clapham,13431,M. E.,Clapham,D. J.,Bottjer,,2007,Permian marine paleoecology and its implications for large-scale decoupling of brachiopod and bivalve abundance and diversity during the Lopingian (Late Permian),"Palaeogeography, Palaeoclimatology, Palaeoecology",,249,,283,301,journal article,none discussed,English,,,,NA,2005-05-04 11:10:19,2013-09-02 02:19:52
P. Wagner,P. Wagner,J. Ju,13433,T. E.,Bolton,,,,1957,Silurian stratigraphy and pal�ontology of the Niagara escarpment in Ontario,Geological Survey of Canada Memoir,,289,,1,145,serial monograph,stated without evidence,English,,,,NA,2005-05-04 11:54:47,2016-12-13 06:29:45
D. Bottjer,M. Clapham,M. Clapham,13437,G.,Xu,R. E.,Grant,,1994,Brachiopods near the Permian-Triassic boundary in South China,Smithsonian Contributions to Paleobiology,,76,,1,68,serial monograph,stated without evidence,,,,,NA,2005-05-04 14:11:16,2005-05-05 07:11:16
J. Alroy,D. Lamb,M. Clapham,13450,R. K.,Pabian,J. A.,Fagerstrom,,1972,Late Paleozoic trilobites from southeastern Nebraska,Journal of Paleontology,,46,6,789,816,journal article,stated with evidence,English,,,,NA,2005-05-05 11:54:25,2012-11-20 14:09:52
P. Wagner,P. Wagner,P. Wagner,13452,C.,Lochman,,,,1966,"Lower Ordovician (Arenig) faunas from the Williston Basin, Montana and North Dakota",Journal of Paleontology,,40,3,512,548,journal article,stated without evidence,,,,,NA,2005-05-05 15:34:01,2005-05-06 08:34:01
M. Aberhan,S. Nurnberg,S. Nurnberg,13488,D. G.,Lazo,,,,2003,"The genus Steinmanella (Bivalvia, Trigonioida) in the lower member of the Agrio Formation (Lower Cretaceous), Neuquen Basin, Argentina.",Journal of Paleontology,,77,6,1069,1085,journal article,stated without evidence,English,,,,NA,2005-05-10 02:13:51,2005-05-10 19:14:12
A. Miller,A. Hendy,M. Clapham,13543,M. B.,Aguirre-Urreta,P. F.,Rawson,,2001,"Lower Cretaceous ammonites from the Neuquen Basin, Argentina: the Hauterivian neocomitid genus Hoplitocrioceras (Giovine, 1950)",Cretaceous Research,,22,,201,218,journal article,stated without evidence,English,,"Keywords: Argentina, Neuquen Basin, ammonites, Neocomitidae, biostratigraphy, Lower Cretaceous, Lower Hauterivian",,NA,2005-05-17 18:22:25,2014-06-26 01:01:07
S. Peters,S. Peters,P. Wagner,13544,S. E.,Peters,,,,2003,"Evenness, richness and the Cambrian-Paleozoic faunal transition in North America: an assemblage-level perspective",The University of Chicago,,,,1,279,Ph.D. thesis,second hand,English,,,,NA,2005-05-18 04:30:45,2015-11-17 10:51:53
T. Olszewski,L. Fall,M. Clapham,13680,Z.T.,Liao,,,,1980,"Brachiopod assemblages from the Upper Permian and Permian-Triassic boundary beds, South China",Canadian Journal of Earth Sciences,,17,,289,295,journal article,stated without evidence,English,,,,NA,2005-06-04 09:22:15,2008-06-21 11:13:25
M. Patzkowsky,A. Krug,A. Krug,13695,P. M.,Sheehan,,,,1980,"The Late Ordovician and Silurian of the Eastern Great Basin, Part 3. Brachiopods of the Tony Grove Lake Member of the Laketown Dolomite",Milwaukee Public Museum Contributions in Biology and Geology,,30,,1,23,journal article,stated without evidence,,,,,NA,2005-06-06 10:12:17,2005-06-07 03:12:17
